ticker,open,high,low,close,volume,vwap,timestamp,transactions,otc
MSFT,508.79,515.47,507.0,515.36,17143786.0,,2025-09-15 00:00:00+00:00,,
MSFT,516.88,517.23,508.6,509.04,19711922.0,,2025-09-16 00:00:00+00:00,,
MSFT,510.62,511.29,505.93,510.02,15816585.0,,2025-09-17 00:00:00+00:00,,
MSFT,511.49,513.07,507.66,508.45,18913696.0,,2025-09-18 00:00:00+00:00,,
MSFT,510.56,519.3,510.31,517.93,52474093.0,,2025-09-19 00:00:00+00:00,,
MSFT,515.59,517.74,512.545,514.45,20009314.0,,2025-09-22 00:00:00+00:00,,
MSFT,513.8,514.5899,507.31,509.23,19799580.0,,2025-09-23 00:00:00+00:00,,
MSFT,510.38,512.48,506.92,510.15,13533711.0,,2025-09-24 00:00:00+00:00,,
MSFT,508.3,510.01,505.04,507.03,15786468.0,,2025-09-25 00:00:00+00:00,,
MSFT,510.06,513.94,506.62,511.46,16213129.0,,2025-09-26 00:00:00+00:00,,
MSFT,511.5,516.845,508.88,514.6,17617775.0,,2025-09-29 00:00:00+00:00,,
MSFT,513.24,518.16,509.66,517.95,19728229.0,,2025-09-30 00:00:00+00:00,,
MSFT,514.8,520.505,511.69,519.71,22632336.0,,2025-10-01 00:00:00+00:00,,
MSFT,517.64,521.6,510.6791,515.74,21222886.0,,2025-10-02 00:00:00+00:00,,
MSFT,517.1,520.49,515.0,517.35,15112321.0,,2025-10-03 00:00:00+00:00,,
MSFT,518.61,531.03,518.2,528.57,21388581.0,,2025-10-06 00:00:00+00:00,,
MSFT,528.285,529.8,521.44,523.98,14615208.0,,2025-10-07 00:00:00+00:00,,
MSFT,523.28,526.95,523.09,524.85,13363447.0,,2025-10-08 00:00:00+00:00,,
MSFT,522.335,524.325,517.4,522.4,18343602.0,,2025-10-09 00:00:00+00:00,,
MSFT,519.64,523.58,509.63,510.96,24133840.0,,2025-10-10 00:00:00+00:00,,
MSFT,516.41,516.41,511.68,514.05,14284238.0,,2025-10-13 00:00:00+00:00,,
MSFT,510.225,515.282,506.0,513.57,14684300.0,,2025-10-14 00:00:00+00:00,,
MSFT,514.955,517.19,510.0,513.43,14694654.0,,2025-10-15 00:00:00+00:00,,
MSFT,512.58,516.85,508.13,511.61,15559565.0,,2025-10-16 00:00:00+00:00,,
MSFT,509.04,515.48,507.31,513.58,19867765.0,,2025-10-17 00:00:00+00:00,,
MSFT,514.61,518.7,513.43,516.79,14665620.0,,2025-10-20 00:00:00+00:00,,
MSFT,517.5,518.69,513.04,517.66,15586204.0,,2025-10-21 00:00:00+00:00,,
MSFT,521.15,525.23,517.71,520.54,18962694.0,,2025-10-22 00:00:00+00:00,,
MSFT,522.46,523.95,518.61,520.56,14023532.0,,2025-10-23 00:00:00+00:00,,
MSFT,522.79,525.345,520.71,523.61,15532360.0,,2025-10-24 00:00:00+00:00,,
MSFT,531.78,534.58,529.01,531.52,18734716.0,,2025-10-27 00:00:00+00:00,,
MSFT,550.0,553.72,540.77,542.07,29986683.0,,2025-10-28 00:00:00+00:00,,
MSFT,544.94,546.27,536.7287,541.55,36023004.0,,2025-10-29 00:00:00+00:00,,
MSFT,530.48,534.97,522.12,525.76,41023088.0,,2025-10-30 00:00:00+00:00,,
MSFT,528.875,529.32,515.1,517.81,34006424.0,,2025-10-31 00:00:00+00:00,,
MSFT,519.805,524.96,514.59,517.03,22374742.0,,2025-11-03 00:00:00+00:00,,
MSFT,511.76,515.55,507.84,514.33,20958663.0,,2025-11-04 00:00:00+00:00,,
MSFT,513.3,514.83,506.575,507.16,22883851.0,,2025-11-05 00:00:00+00:00,,
MSFT,505.66,505.7,495.81,497.1,27406496.0,,2025-11-06 00:00:00+00:00,,
MSFT,496.945,499.377,493.25,496.82,24019764.0,,2025-11-07 00:00:00+00:00,,
MSFT,500.035,506.85,498.8,506.0,26101480.0,,2025-11-10 00:00:00+00:00,,
MSFT,504.8,509.6,502.3488,508.68,17980020.0,,2025-11-11 00:00:00+00:00,,
MSFT,509.355,511.67,499.1201,511.14,26574851.0,,2025-11-12 00:00:00+00:00,,
MSFT,510.31,513.5,501.29,503.29,25273114.0,,2025-11-13 00:00:00+00:00,,
MSFT,498.23,511.6,497.44,510.18,28505746.0,,2025-11-14 00:00:00+00:00,,
MSFT,508.45,512.12,504.91,507.49,19092752.0,,2025-11-17 00:00:00+00:00,,
MSFT,495.365,502.98,486.78,493.79,33815114.0,,2025-11-18 00:00:00+00:00,,
