ticker,open,high,low,close,volume,timestamp,sma_close_20
TSLA,442.15,442.329,426.56,430.6,58513097.0,2025-11-12 05:00:00+00:00,338.29018
TSLA,443.865,449.8,440.61,447.43,63650560.0,2025-10-20 04:00:00+00:00,340.3665
TSLA,445.755,449.3,442.05,442.6,54412169.0,2025-10-21 04:00:00+00:00,346.61350000000004
TSLA,443.45,445.539,429.0,438.97,84023458.0,2025-10-22 04:00:00+00:00,353.5265
TSLA,420.0,449.3999,413.9,448.98,126709833.0,2025-10-23 04:00:00+00:00,360.19300000000004
TSLA,446.83,451.68,430.17,433.72,94726935.0,2025-10-24 04:00:00+00:00,366.11150000000004
TSLA,439.98,460.16,438.69,452.42,105866837.0,2025-10-27 04:00:00+00:00,374.03550000000007
TSLA,454.775,467.0,451.6,460.55,80185462.0,2025-10-28 04:00:00+00:00,382.1725
TSLA,462.5,465.7,452.65,461.51,67983469.0,2025-10-29 04:00:00+00:00,390.454
TSLA,451.05,455.0607,439.61,440.1,72447738.0,2025-10-30 04:00:00+00:00,396.9655
TSLA,446.75,458.0,443.6855,456.56,83135787.0,2025-10-31 04:00:00+00:00,404.118
TSLA,455.99,474.07,453.8,468.37,84594908.0,2025-11-03 05:00:00+00:00,411.6915
TSLA,454.46,460.22,443.6,444.26,87756250.0,2025-11-04 05:00:00+00:00,418.36550000000005
TSLA,452.05,466.3299,440.71,462.07,85572786.0,2025-11-05 05:00:00+00:00,425.38550000000004
TSLA,461.96,467.45,435.09,445.91,109622394.0,2025-11-06 05:00:00+00:00,431.7105
TSLA,437.92,439.36,421.88,429.52,103471158.0,2025-11-07 05:00:00+00:00,436.70400000000006
TSLA,439.6,449.6715,433.36,445.23,76515407.0,2025-11-10 05:00:00+00:00,442.541
TSLA,439.4,442.49,432.36,439.62,60497235.0,2025-11-11 05:00:00+00:00,444.0759999999999
TSLA,423.13,424.5,396.34,401.99,118946354.0,2025-11-13 05:00:00+00:00,442.738
TSLA,405.38,408.9,393.71,401.25,80688637.0,2025-11-18 00:00:00+00:00,442.5830000000001
