ticker,open,high,low,close,volume,timestamp,sma_close_10,double_open
AAPL,265.525,272.21,265.5,268.56,39069137,2025-11-19 05:00:00+00:00,229.98899999999998,531.05
AAPL,269.99,270.71,265.32,267.44,45656607,2025-11-18 05:00:00+00:00,230.927,539.98
AAPL,268.815,270.49,265.73,267.46,44958759,2025-11-17 05:00:00+00:00,230.929,537.63
AAPL,271.05,275.96,269.6,272.41,47431201,2025-11-14 05:00:00+00:00,235.454,542.1
AAPL,274.11,276.699,272.09,272.95,49602794,2025-11-13 05:00:00+00:00,240.25900000000001,548.22
AAPL,275.0,275.73,271.7,273.47,48395767,2025-11-12 05:00:00+00:00,246.60499999999996,550.0
AAPL,269.81,275.91,269.8,275.25,46201578,2025-11-11 05:00:00+00:00,253.135,539.62
AAPL,268.96,273.73,267.455,269.43,41312312,2025-11-10 05:00:00+00:00,258.723,537.92
AAPL,269.795,272.29,266.77,268.47,48227365,2025-11-07 05:00:00+00:00,264.32599999999996,539.59
AAPL,267.89,273.4,267.89,269.77,51203925,2025-11-06 05:00:00+00:00,270.521,535.78
AAPL,268.61,271.7,266.93,270.14,43682972,2025-11-05 05:00:00+00:00,270.679,537.22
AAPL,268.325,271.486,267.615,270.04,49271745,2025-11-04 05:00:00+00:00,270.939,536.65
AAPL,270.42,270.85,266.25,269.05,50194063,2025-11-03 05:00:00+00:00,271.098,540.84
AAPL,276.99,277.32,269.16,270.37,86167123,2025-10-31 04:00:00+00:00,270.89399999999995,553.98
AAPL,271.99,274.14,268.48,271.4,69886281,2025-10-30 04:00:00+00:00,270.739,543.98
AAPL,269.275,271.41,267.11,269.7,51086742,2025-10-29 04:00:00+00:00,270.362,538.55
AAPL,268.985,269.89,268.15,269.0,41534547,2025-10-28 04:00:00+00:00,269.737,537.97
AAPL,264.88,269.12,264.6501,268.81,44888052,2025-10-27 04:00:00+00:00,269.675,529.76
AAPL,261.19,264.13,259.18,262.82,38253517,2025-10-24 04:00:00+00:00,269.11,522.38
AAPL,259.94,260.62,258.0101,259.58,32752139,2025-10-23 04:00:00+00:00,268.091,519.88
AAPL,262.65,262.85,255.43,258.45,45011970,2025-10-22 04:00:00+00:00,266.92199999999997,525.3
AAPL,261.88,265.29,261.83,262.77,46695748,2025-10-21 04:00:00+00:00,266.195,523.76
AAPL,209.53,211.33,207.22,211.14,48749367,2025-07-09 00:00:00+00:00,260.404,419.06
AAPL,226.17,229.09,225.41,227.76,42477811,2025-08-22 00:00:00+00:00,256.14300000000003,452.34
AAPL,210.505,213.48,210.03,212.41,44443635,2025-07-10 00:00:00+00:00,250.244,421.01
AAPL,209.925,210.91,207.54,208.62,38840111,2025-07-14 00:00:00+00:00,244.13599999999997,419.85
AAPL,229.98,230.47,225.77,226.01,42263865,2025-08-20 00:00:00+00:00,239.837,459.96
AAPL,231.275,232.87,229.35,230.56,39402564,2025-08-19 00:00:00+00:00,236.012,462.55
AAPL,231.7,233.12,230.11,230.89,37476188,2025-08-18 00:00:00+00:00,232.81900000000002,463.4
AAPL,234.0,234.28,229.335,231.59,56038657,2025-08-15 00:00:00+00:00,230.01999999999998,468.0
AAPL,234.055,235.12,230.85,232.78,51916275,2025-08-14 00:00:00+00:00,227.45299999999997,468.11
AAPL,231.07,235.0,230.43,233.33,69878546,2025-08-13 00:00:00+00:00,224.50900000000001,462.14
AAPL,228.005,230.8,227.07,229.65,55672301,2025-08-12 00:00:00+00:00,226.35999999999999,456.01
AAPL,227.92,229.56,224.76,227.18,61806132,2025-08-11 00:00:00+00:00,226.302,455.84
AAPL,220.83,231.0,219.25,229.35,113853967,2025-08-08 00:00:00+00:00,227.996,441.66
AAPL,218.875,220.85,216.58,220.03,90224834,2025-08-07 00:00:00+00:00,229.137,437.75
AAPL,205.63,215.38,205.59,213.25,108483103,2025-08-06 00:00:00+00:00,227.86100000000002,411.26
AAPL,203.4,205.34,202.16,202.92,44155079,2025-08-05 00:00:00+00:00,225.09700000000004,406.8
AAPL,204.505,207.88,201.675,203.35,75109298,2025-08-04 00:00:00+00:00,222.343,409.01
AAPL,210.865,213.58,201.5,202.38,104434473,2025-08-01 00:00:00+00:00,219.42199999999997,421.73
AAPL,208.49,209.84,207.16,207.57,80698431,2025-07-31 00:00:00+00:00,216.90099999999998,416.98
AAPL,211.895,212.39,207.72,209.05,45512514,2025-07-30 00:00:00+00:00,214.473,423.79
AAPL,214.175,214.81,210.82,211.27,51411723,2025-07-29 00:00:00+00:00,212.635,428.35
AAPL,214.03,214.845,213.06,214.05,37858017,2025-07-28 00:00:00+00:00,211.32200000000003,428.06
AAPL,214.7,215.24,213.4,213.88,40268781,2025-07-25 00:00:00+00:00,209.775,429.4
AAPL,213.9,215.69,213.53,213.76,46022620,2025-07-24 00:00:00+00:00,209.148,427.8
AAPL,215.0,215.15,212.41,214.15,46989301,2025-07-23 00:00:00+00:00,209.238,430.0
AAPL,213.14,214.95,212.2301,214.4,46404072,2025-07-22 00:00:00+00:00,210.38599999999997,426.28
AAPL,212.1,215.78,211.63,212.48,51377434,2025-07-21 00:00:00+00:00,211.29899999999998,424.2
AAPL,210.87,211.79,209.7045,211.18,48974591,2025-07-18 00:00:00+00:00,212.179,421.74
AAPL,210.57,211.8,209.59,210.02,48068141,2025-07-17 00:00:00+00:00,212.42399999999998,421.14
AAPL,210.295,212.4,208.64,210.16,47490532,2025-07-16 00:00:00+00:00,212.535,420.59
AAPL,209.22,211.89,208.92,209.11,42296339,2025-07-15 00:00:00+00:00,212.31900000000002,418.44
AAPL,210.565,212.13,209.86,211.16,39765812,2025-07-11 00:00:00+00:00,212.03000000000003,421.13
AAPL,265.5,272.21,265.5,268.56,39239589,2025-11-19 00:00:00+00:00,217.498,531.0
